,WALCL,RRP,TGA,BTC,OIL,DXY,GOLD,HYG,SPY,MOVE,US10Y,VIX
2025-05-31,6673244.0,315.657,467204.0,104638.09375,60.790000915527344,99.33000183105469,3288.89990234375,79.56999969482422,589.3900146484375,92.11000061035156,4.415999889373779,18.56999969482422
2025-06-01,6673244.0,315.657,467204.0,105652.1015625,60.790000915527344,99.33000183105469,3288.89990234375,79.56999969482422,589.3900146484375,92.11000061035156,4.415999889373779,18.56999969482422
2025-06-02,6673244.0,135.841,467204.0,105881.53125,62.52000045776367,98.69999694824219,3370.60009765625,79.18000030517578,592.7100219726562,95.76000213623047,4.461999893188477,18.360000610351562
2025-06-03,6673244.0,153.177,467204.0,105432.46875,63.40999984741211,99.25,3350.199951171875,79.33000183105469,596.0900268554688,100.0,4.460000038146973,17.690000534057617
2025-06-04,6672885.0,168.882,378947.0,104731.984375,62.849998474121094,98.79000091552734,3373.5,79.4800033569336,595.9299926757812,96.9800033569336,4.364999771118164,17.610000610351562
2025-06-05,6672885.0,152.727,378947.0,101575.953125,63.369998931884766,98.73999786376953,3350.699951171875,79.30999755859375,593.0499877929688,94.6500015258789,4.394000053405762,18.479999542236328
2025-06-06,6672885.0,149.284,378947.0,104390.34375,64.58000183105469,99.19000244140625,3322.699951171875,79.30000305175781,599.1400146484375,89.6500015258789,4.510000228881836,16.770000457763672
2025-06-07,6672885.0,149.284,378947.0,105615.625,64.58000183105469,99.19000244140625,3322.699951171875,79.30000305175781,599.1400146484375,89.6500015258789,4.510000228881836,16.770000457763672
2025-06-08,6672885.0,149.284,378947.0,105793.6484375,64.58000183105469,99.19000244140625,3322.699951171875,79.30000305175781,599.1400146484375,89.6500015258789,4.510000228881836,16.770000457763672
2025-06-09,6672885.0,179.315,378947.0,110294.1015625,65.29000091552734,98.94000244140625,3332.10009765625,79.33999633789062,599.6799926757812,92.62000274658203,4.48199987411499,17.15999984741211
2025-06-10,6672885.0,182.725,378947.0,110257.234375,64.9800033569336,99.05000305175781,3320.89990234375,79.52999877929688,603.0800170898438,91.22000122070312,4.473999977111816,16.950000762939453
2025-06-11,6677155.0,204.625,332907.0,108686.625,68.1500015258789,98.62999725341797,3321.300048828125,79.51000213623047,601.3599853515625,89.36000061035156,4.4120001792907715,17.260000228881836
2025-06-12,6677155.0,181.417,332907.0,105929.0546875,68.04000091552734,97.91999816894531,3380.89990234375,79.5999984741211,603.75,88.98999786376953,4.35699987411499,18.020000457763672
2025-06-13,6677155.0,168.645,332907.0,106090.96875,72.9800033569336,98.18000030517578,3431.199951171875,79.36000061035156,597.0,95.30999755859375,4.423999786376953,20.81999969482422
2025-06-14,6677155.0,168.645,332907.0,105472.40625,72.9800033569336,98.18000030517578,3431.199951171875,79.36000061035156,597.0,95.30999755859375,4.423999786376953,20.81999969482422
2025-06-15,6677155.0,168.645,332907.0,105552.0234375,72.9800033569336,98.18000030517578,3431.199951171875,79.36000061035156,597.0,95.30999755859375,4.423999786376953,20.81999969482422
2025-06-16,6677155.0,140.759,332907.0,106796.7578125,71.7699966430664,98.0,3396.39990234375,79.5199966430664,602.6799926757812,93.4800033569336,4.452000141143799,19.110000610351562
2025-06-17,6677155.0,168.939,332907.0,104601.1171875,74.83999633789062,98.81999969482422,3386.60009765625,79.43000030517578,597.530029296875,97.18000030517578,4.39300012588501,21.600000381469727
2025-06-18,6681056.0,205.05,337762.0,104883.328125,75.13999938964844,98.91000366210938,3389.800048828125,79.55000305175781,597.4400024414062,93.63999938964844,4.396999835968018,20.139999389648438
2025-06-19,6681056.0,205.05,337762.0,104684.2890625,75.13999938964844,98.91000366210938,3389.800048828125,79.55000305175781,597.4400024414062,93.63999938964844,4.396999835968018,20.139999389648438
2025-06-20,6681056.0,138.283,337762.0,103309.6015625,74.93000030517578,98.70999908447266,3368.10009765625,79.80000305175781,594.280029296875,90.0999984741211,4.375,20.6200008392334
2025-06-21,6681056.0,138.283,337762.0,102257.40625,74.93000030517578,98.70999908447266,3368.10009765625,79.80000305175781,594.280029296875,90.0999984741211,4.375,20.6200008392334
2025-06-22,6681056.0,138.283,337762.0,100987.140625,74.93000030517578,98.70999908447266,3368.10009765625,79.80000305175781,594.280029296875,90.0999984741211,4.375,20.6200008392334
2025-06-23,6681056.0,165.319,337762.0,105577.7734375,68.51000213623047,98.41999816894531,3377.699951171875,79.94999694824219,600.1500244140625,95.02999877929688,4.320000171661377,19.829999923706055
2025-06-24,6681056.0,187.367,337762.0,106045.6328125,64.37000274658203,97.86000061035156,3317.39990234375,80.16999816894531,606.780029296875,92.62000274658203,4.293000221252441,17.479999542236328
2025-06-25,6662200.0,210.879,364375.0,107361.2578125,64.91999816894531,97.68000030517578,3327.10009765625,80.1500015258789,607.1199951171875,91.23999786376953,4.293000221252441,16.760000228881836
2025-06-26,6662200.0,252.432,364375.0,106960.0,65.23999786376953,97.1500015258789,3333.5,80.37999725341797,611.8699951171875,89.47000122070312,4.252999782562256,16.59000015258789
2025-06-27,6662200.0,285.742,364375.0,107088.4296875,65.5199966430664,97.4000015258789,3273.699951171875,80.33999633789062,614.9099731445312,87.93000030517578,4.2829999923706055,16.31999969482422
2025-06-28,6662200.0,285.742,364375.0,107327.703125,65.5199966430664,97.4000015258789,3273.699951171875,80.33999633789062,614.9099731445312,87.93000030517578,4.2829999923706055,16.31999969482422
2025-06-29,6662200.0,285.742,364375.0,108385.5703125,65.5199966430664,97.4000015258789,3273.699951171875,80.33999633789062,614.9099731445312,87.93000030517578,4.2829999923706055,16.31999969482422
2025-06-30,6662200.0,460.731,364375.0,107135.3359375,65.11000061035156,96.87999725341797,3294.39990234375,80.6500015258789,617.8499755859375,90.26000213623047,4.230000019073486,16.729999542236328
2025-07-01,6662200.0,245.53,364375.0,105698.28125,65.44999694824219,96.81999969482422,3336.699951171875,80.16999816894531,617.6500244140625,93.4800033569336,4.250999927520752,16.829999923706055
2025-07-02,6659598.0,237.307,359516.0,108859.3203125,67.44999694824219,96.77999877929688,3348.0,80.31999969482422,620.4500122070312,91.37000274658203,4.293000221252441,16.639999389648438
2025-07-03,6659598.0,214.665,359516.0,109647.9765625,67.0,97.18000030517578,3331.60009765625,80.37000274658203,625.3400268554688,86.08999633789062,4.3480000495910645,16.3799991607666
2025-07-04,6659598.0,214.665,359516.0,108034.3359375,66.5,97.18000030517578,3332.5,80.37000274658203,625.3400268554688,86.08999633789062,4.3480000495910645,16.3799991607666
2025-07-05,6659598.0,214.665,359516.0,108231.1796875,66.5,97.18000030517578,3332.5,80.37000274658203,625.3400268554688,86.08999633789062,4.3480000495910645,16.3799991607666
2025-07-06,6659598.0,214.665,359516.0,109232.0703125,66.5,97.18000030517578,3332.5,80.37000274658203,625.3400268554688,86.08999633789062,4.3480000495910645,16.3799991607666
2025-07-07,6659598.0,218.03,359516.0,108299.8515625,67.93000030517578,97.4800033569336,3332.199951171875,80.0999984741211,620.6799926757812,88.52999877929688,4.394999980926514,17.790000915527344
2025-07-08,6659598.0,219.415,359516.0,108950.2734375,68.33000183105469,97.51000213623047,3307.0,79.98999786376953,620.3400268554688,88.05000305175781,4.414999961853027,16.809999465942383
2025-07-09,6661912.0,227.273,319889.0,111326.5546875,68.37999725341797,97.47000122070312,3311.60009765625,80.20999908447266,624.0599975585938,84.30999755859375,4.3420000076293945,15.9399995803833
2025-07-10,6661912.0,183.339,319889.0,115987.203125,66.56999969482422,97.6500015258789,3317.39990234375,80.12999725341797,625.8200073242188,81.58000183105469,4.3460001945495605,15.779999732971191
2025-07-11,6661912.0,181.637,319889.0,117516.9921875,68.44999694824219,97.8499984741211,3356.0,80.02999877929688,623.6199951171875,85.4800033569336,4.422999858856201,16.399999618530273
2025-07-12,6661912.0,181.637,319889.0,117435.2265625,68.44999694824219,97.8499984741211,3356.0,80.02999877929688,623.6199951171875,85.4800033569336,4.422999858856201,16.399999618530273
2025-07-13,6661912.0,181.637,319889.0,119116.1171875,68.44999694824219,97.8499984741211,3356.0,80.02999877929688,623.6199951171875,85.4800033569336,4.422999858856201,16.399999618530273
2025-07-14,6661912.0,217.841,319889.0,119849.703125,66.9800033569336,98.08000183105469,3351.5,80.08999633789062,624.8099975585938,90.7300033569336,4.427000045776367,17.200000762939453
2025-07-15,6661912.0,198.277,319889.0,117777.1875,66.5199966430664,98.62000274658203,3329.800048828125,79.8499984741211,622.1400146484375,88.94999694824219,4.488999843597412,17.3799991607666
2025-07-16,6659273.0,197.086,296247.0,118738.5078125,66.37999725341797,98.38999938964844,3352.5,80.05999755859375,624.219970703125,89.5199966430664,4.454999923706055,17.15999984741211
2025-07-17,6659273.0,193.66,296247.0,119289.84375,67.54000091552734,98.7300033569336,3340.10009765625,80.13999938964844,628.0399780273438,85.56999969482422,4.4629998207092285,16.520000457763672
2025-07-18,6659273.0,199.298,296247.0,118003.2265625,67.33999633789062,98.4800033569336,3353.0,80.25,627.5800170898438,83.29000091552734,4.432000160217285,16.40999984741211
2025-07-19,6659273.0,199.298,296247.0,117939.9765625,67.33999633789062,98.4800033569336,3353.0,80.25,627.5800170898438,83.29000091552734,4.432000160217285,16.40999984741211
2025-07-20,6659273.0,199.298,296247.0,117300.7890625,67.33999633789062,98.4800033569336,3353.0,80.25,627.5800170898438,83.29000091552734,4.432000160217285,16.40999984741211
2025-07-21,6659273.0,213.666,296247.0,117439.5390625,67.19999694824219,97.8499984741211,3401.89990234375,80.36000061035156,628.77001953125,86.62000274658203,4.372000217437744,16.649999618530273
2025-07-22,6659273.0,196.374,296247.0,119995.4140625,66.20999908447266,97.38999938964844,3439.199951171875,80.5,628.8599853515625,89.88999938964844,4.335999965667725,16.5
2025-07-23,6657715.0,189.632,323176.0,118754.9609375,65.25,97.20999908447266,3394.10009765625,80.54000091552734,634.2100219726562,85.94999694824219,4.388000011444092,15.369999885559082
2025-07-24,6657715.0,132.186,323176.0,118368.0,66.02999877929688,97.37999725341797,3371.0,80.44000244140625,634.4199829101562,82.75,4.4079999923706055,15.390000343322754
2025-07-25,6657715.0,150.509,323176.0,117635.8828125,65.16000366210938,97.6500015258789,3334.0,80.48999786376953,637.0999755859375,82.08999633789062,4.386000156402588,14.930000305175781
2025-07-26,6657715.0,150.509,323176.0,117947.3671875,65.16000366210938,97.6500015258789,3334.0,80.48999786376953,637.0999755859375,82.08999633789062,4.386000156402588,14.930000305175781
2025-07-27,6657715.0,150.509,323176.0,119448.4921875,65.16000366210938,97.6500015258789,3334.0,80.48999786376953,637.0999755859375,82.08999633789062,4.386000156402588,14.930000305175781
2025-07-28,6657715.0,170.463,323176.0,117924.4765625,66.70999908447266,98.66000366210938,3309.10009765625,80.44999694824219,636.9400024414062,83.7300033569336,4.420000076293945,15.029999732971191
2025-07-29,6657715.0,171.018,323176.0,117922.1484375,69.20999908447266,98.91000366210938,3323.39990234375,80.5,635.260009765625,85.06999969482422,4.329999923706055,15.979999542236328
2025-07-30,6642578.0,155.481,370507.0,117831.1875,70.0,99.94000244140625,3295.800048828125,80.33000183105469,634.4600219726562,81.87999725341797,4.375999927520752,15.479999542236328
2025-07-31,6642578.0,214.445,370507.0,115758.203125,69.26000213623047,100.02999877929688,3293.199951171875,80.37999725341797,632.0800170898438,79.83999633789062,4.360000133514404,16.719999313354492
2025-08-01,6642578.0,97.426,370507.0,113320.0859375,67.33000183105469,98.69000244140625,3347.699951171875,79.9800033569336,621.719970703125,83.83000183105469,4.21999979019165,20.3799991607666
2025-08-02,6642578.0,97.426,370507.0,112526.9140625,67.33000183105469,98.69000244140625,3347.699951171875,79.9800033569336,621.719970703125,83.83000183105469,4.21999979019165,20.3799991607666
2025-08-03,6642578.0,97.426,370507.0,114217.671875,67.33000183105469,98.69000244140625,3347.699951171875,79.9800033569336,621.719970703125,83.83000183105469,4.21999979019165,20.3799991607666
2025-08-04,6642578.0,125.73,370507.0,115071.8828125,66.29000091552734,98.77999877929688,3374.39990234375,80.25,631.1699829101562,87.94999694824219,4.199999809265137,17.520000457763672
2025-08-05,6642578.0,84.356,370507.0,114141.4453125,65.16000366210938,98.77999877929688,3381.89990234375,80.20999908447266,627.969970703125,89.19999694824219,4.196000099182129,17.850000381469727
2025-08-06,6640843.0,91.966,421043.0,115028.0,64.3499984741211,98.18000030517578,3380.0,80.29000091552734,632.780029296875,83.88999938964844,4.21999979019165,16.770000457763672
2025-08-07,6640843.0,77.961,421043.0,117496.8984375,63.880001068115234,98.4000015258789,3400.300048828125,80.20999908447266,632.25,80.1500015258789,4.24399995803833,16.56999969482422
2025-08-08,6640843.0,80.303,421043.0,116688.7265625,63.880001068115234,98.18000030517578,3439.10009765625,80.22000122070312,637.1799926757812,79.19999694824219,4.284999847412109,15.149999618530273
2025-08-09,6640843.0,80.303,421043.0,116500.359375,63.880001068115234,98.18000030517578,3439.10009765625,80.22000122070312,637.1799926757812,79.19999694824219,4.284999847412109,15.149999618530273
2025-08-10,6640843.0,80.303,421043.0,119306.7578125,63.880001068115234,98.18000030517578,3439.10009765625,80.22000122070312,637.1799926757812,79.19999694824219,4.284999847412109,15.149999618530273
2025-08-11,6640843.0,82.214,421043.0,118731.4453125,63.959999084472656,98.5199966430664,3353.10009765625,80.22000122070312,635.9199829101562,81.76000213623047,4.2729997634887695,16.25
2025-08-12,6640843.0,57.492,421043.0,120172.90625,63.16999816894531,98.0999984741211,3348.89990234375,80.4000015258789,642.6900024414062,77.41999816894531,4.293000221252441,14.729999542236328
2025-08-13,6643615.0,57.202,504304.0,123344.0625,62.650001525878906,97.83999633789062,3358.699951171875,80.61000061035156,644.8900146484375,77.30999755859375,4.23799991607666,14.489999771118164
2025-08-14,6643615.0,28.818,504304.0,118359.578125,63.959999084472656,98.25,3335.199951171875,80.4000015258789,644.9500122070312,76.7699966430664,4.293000221252441,14.829999923706055
2025-08-15,6643615.0,33.757,504304.0,117398.3515625,62.79999923706055,97.8499984741211,3336.0,80.45999908447266,643.4400024414062,76.66000366210938,4.328000068664551,15.09000015258789
2025-08-16,6643615.0,33.757,504304.0,117491.3515625,62.79999923706055,97.8499984741211,3336.0,80.45999908447266,643.4400024414062,76.66000366210938,4.328000068664551,15.09000015258789
2025-08-17,6643615.0,33.757,504304.0,117453.0625,62.79999923706055,97.8499984741211,3336.0,80.45999908447266,643.4400024414062,76.66000366210938,4.328000068664551,15.09000015258789
2025-08-18,6643615.0,38.24,504304.0,116252.3125,63.41999816894531,98.16999816894531,3331.699951171875,80.4000015258789,643.2999877929688,81.81999969482422,4.341000080108643,14.989999771118164
2025-08-19,6643615.0,22.344,504304.0,112831.1796875,62.349998474121094,98.2699966430664,3313.39990234375,80.37999725341797,639.8099975585938,82.1500015258789,4.302000045776367,15.569999694824219
2025-08-20,6618415.0,34.999,519534.0,114274.7421875,63.209999084472656,98.22000122070312,3343.39990234375,80.3499984741211,638.1099853515625,80.75,4.296000003814697,15.6899995803833
2025-08-21,6618415.0,25.358,519534.0,112419.03125,63.52000045776367,98.62000274658203,3336.89990234375,80.19999694824219,635.5499877929688,80.5199966430664,4.329999923706055,16.600000381469727
2025-08-22,6618415.0,36.275,519534.0,116874.0859375,63.65999984741211,97.72000122070312,3374.39990234375,80.8499984741211,645.3099975585938,78.0999984741211,4.260000228881836,14.220000267028809
2025-08-23,6618415.0,36.275,519534.0,115374.328125,63.65999984741211,97.72000122070312,3374.39990234375,80.8499984741211,645.3099975585938,78.0999984741211,4.260000228881836,14.220000267028809
2025-08-24,6618415.0,36.275,519534.0,113458.4296875,63.65999984741211,97.72000122070312,3374.39990234375,80.8499984741211,645.3099975585938,78.0999984741211,4.260000228881836,14.220000267028809
2025-08-25,6618415.0,47.567,519534.0,110124.3515625,64.80000305175781,98.43000030517578,3373.800048828125,80.69000244140625,642.469970703125,77.55999755859375,4.275000095367432,14.789999961853027
2025-08-26,6618415.0,28.574,519534.0,111802.65625,63.25,98.2300033569336,3388.60009765625,80.87000274658203,645.1599731445312,79.36000061035156,4.257999897003174,14.619999885559082
2025-08-27,6603384.0,34.744,589998.0,111222.0625,64.1500015258789,98.2300033569336,3404.60009765625,80.97000122070312,646.6300048828125,77.66000366210938,4.23799991607666,14.850000381469727
2025-08-28,6603384.0,31.966,589998.0,112544.8046875,64.5999984741211,97.80999755859375,3431.800048828125,81.01000213623047,648.9199829101562,77.55000305175781,4.206999778747559,14.430000305175781
2025-08-29,6603384.0,77.898,589998.0,108410.8359375,64.01000213623047,97.7699966430664,3473.699951171875,80.86000061035156,645.0499877929688,79.38999938964844,4.2270002365112305,15.359999656677246
2025-08-30,6603384.0,77.898,589998.0,108808.0703125,64.01000213623047,97.7699966430664,3473.699951171875,80.86000061035156,645.0499877929688,79.38999938964844,4.2270002365112305,15.359999656677246
2025-08-31,6603384.0,77.898,589998.0,108236.7109375,64.01000213623047,97.7699966430664,3473.699951171875,80.86000061035156,645.0499877929688,79.38999938964844,4.2270002365112305,15.359999656677246
2025-09-01,6603384.0,77.898,589998.0,109250.59375,64.01000213623047,97.7699966430664,3473.699951171875,80.86000061035156,645.0499877929688,79.38999938964844,4.2270002365112305,15.359999656677246
2025-09-02,6603384.0,21.066,589998.0,111200.5859375,65.58999633789062,98.4000015258789,3549.39990234375,80.38999938964844,640.27001953125,85.27999877929688,4.2769999504089355,17.170000076293945
2025-09-03,6602071.0,17.923,597513.0,111723.2109375,63.970001220703125,98.13999938964844,3593.199951171875,80.61000061035156,643.739990234375,89.66999816894531,4.210999965667725,16.350000381469727
2025-09-04,6602071.0,20.128,597513.0,110723.6015625,63.47999954223633,98.3499984741211,3565.800048828125,80.83000183105469,649.1199951171875,88.26000213623047,4.176000118255615,15.300000190734863
2025-09-05,6602071.0,20.997,597513.0,110650.984375,61.869998931884766,97.7699966430664,3613.199951171875,80.87000274658203,647.239990234375,85.29000091552734,4.085999965667725,15.180000305175781
2025-09-06,6602071.0,20.997,597513.0,110224.6953125,61.869998931884766,97.7699966430664,3613.199951171875,80.87000274658203,647.239990234375,85.29000091552734,4.085999965667725,15.180000305175781
2025-09-07,6602071.0,20.997,597513.0,111167.6171875,61.869998931884766,97.7699966430664,3613.199951171875,80.87000274658203,647.239990234375,85.29000091552734,4.085999965667725,15.180000305175781
2025-09-08,6602071.0,19.416,597513.0,112071.4296875,62.2599983215332,97.44999694824219,3638.10009765625,80.87000274658203,648.8300170898438,84.0,4.046000003814697,15.109999656677246
2025-09-09,6602071.0,22.915,597513.0,111530.546875,62.630001068115234,97.79000091552734,3643.300048828125,80.77999877929688,650.3300170898438,82.19999694824219,4.073999881744385,15.039999961853027
2025-09-10,6605962.0,29.4,672274.0,113955.359375,63.66999816894531,97.77999877929688,3643.60009765625,80.83999633789062,652.2100219726562,79.58000183105469,4.0320000648498535,15.350000381469727
2025-09-11,6605962.0,26.897,672274.0,115507.5390625,62.369998931884766,97.54000091552734,3636.89990234375,81.04000091552734,657.6300048828125,75.06999969482422,4.011000156402588,14.710000038146973
2025-09-12,6605962.0,17.331,672274.0,116101.578125,62.689998626708984,97.55000305175781,3649.39990234375,80.95999908447266,657.4099731445312,73.37000274658203,4.060999870300293,14.760000228881836
2025-09-13,6605962.0,17.331,672274.0,115950.5078125,62.689998626708984,97.55000305175781,3649.39990234375,80.95999908447266,657.4099731445312,73.37000274658203,4.060999870300293,14.760000228881836
2025-09-14,6605962.0,17.331,672274.0,115407.65625,62.689998626708984,97.55000305175781,3649.39990234375,80.95999908447266,657.4099731445312,73.37000274658203,4.060999870300293,14.760000228881836
2025-09-15,6605962.0,16.954,672274.0,115444.875,63.29999923706055,97.30000305175781,3682.199951171875,81.19000244140625,660.9099731445312,76.87999725341797,4.033999919891357,15.6899995803833
2025-09-16,6605962.0,18.817,672274.0,116843.1875,64.5199966430664,96.62999725341797,3688.89990234375,81.12999725341797,660.0,77.08999633789062,4.026000022888184,16.360000610351562
2025-09-17,6608597.0,13.963,756376.0,116468.5078125,64.05000305175781,96.87000274658203,3681.800048828125,81.05000305175781,659.1799926757812,75.94999694824219,4.076000213623047,15.720000267028809
2025-09-18,6608597.0,13.707,756376.0,117137.203125,63.56999969482422,97.3499984741211,3643.699951171875,81.2300033569336,662.260009765625,71.91000366210938,4.104000091552734,15.699999809265137
2025-09-19,6608597.0,11.363,756376.0,115688.859375,62.68000030517578,97.63999938964844,3671.5,81.26000213623047,663.7000122070312,72.51000213623047,4.138999938964844,15.449999809265137
2025-09-20,6608597.0,11.363,756376.0,115721.9609375,62.68000030517578,97.63999938964844,3671.5,81.26000213623047,663.7000122070312,72.51000213623047,4.138999938964844,15.449999809265137
2025-09-21,6608597.0,11.363,756376.0,115306.09375,62.68000030517578,97.63999938964844,3671.5,81.26000213623047,663.7000122070312,72.51000213623047,4.138999938964844,15.449999809265137
2025-09-22,6608597.0,14.173,756376.0,112748.5078125,62.63999938964844,97.33000183105469,3740.699951171875,81.31999969482422,666.8400268554688,75.80000305175781,4.14300012588501,16.100000381469727
2025-09-23,6608597.0,14.402,756376.0,112014.5,63.40999984741211,97.26000213623047,3780.60009765625,81.26000213623047,663.2100219726562,75.66000366210938,4.119999885559082,16.639999389648438
2025-09-24,6608395.0,29.172,804856.0,113328.6328125,64.98999786376953,97.87000274658203,3732.10009765625,81.1500015258789,661.0999755859375,75.12999725341797,4.146999835968018,16.18000030517578
2025-09-25,6608395.0,25.369,804856.0,109049.2890625,64.9800033569336,98.55000305175781,3736.89990234375,80.91999816894531,658.0499877929688,75.44000244140625,4.171999931335449,16.739999771118164
2025-09-26,6608395.0,48.073,804856.0,109712.828125,65.72000122070312,98.1500015258789,3775.300048828125,81.08000183105469,661.8200073242188,74.37999725341797,4.186999797821045,15.289999961853027
2025-09-27,6608395.0,48.073,804856.0,109681.9453125,65.72000122070312,98.1500015258789,3775.300048828125,81.08000183105469,661.8200073242188,74.37999725341797,4.186999797821045,15.289999961853027
2025-09-28,6608395.0,48.073,804856.0,112122.640625,65.72000122070312,98.1500015258789,3775.300048828125,81.08000183105469,661.8200073242188,74.37999725341797,4.186999797821045,15.289999961853027
2025-09-29,6608395.0,56.22,804856.0,114400.3828125,63.45000076293945,97.91000366210938,3820.89990234375,81.22000122070312,663.6799926757812,75.51000213623047,4.140999794006348,16.1200008392334
2025-09-30,6608395.0,49.071,804856.0,114056.0859375,62.369998931884766,97.7699966430664,3840.800048828125,81.19000244140625,666.1799926757812,77.93000030517578,4.1479997634887695,16.280000686645508
2025-10-01,6587119.0,10.179,805139.0,118648.9296875,61.779998779296875,97.70999908447266,3867.5,80.95999908447266,668.4500122070312,73.5,4.105999946594238,16.290000915527344
2025-10-02,6587119.0,8.436,805139.0,120681.2578125,60.47999954223633,97.8499984741211,3839.699951171875,80.93000030517578,669.219970703125,71.20999908447266,4.0879998207092285,16.6299991607666
2025-10-03,6587119.0,25.392,805139.0,122266.53125,60.880001068115234,97.72000122070312,3880.800048828125,80.83999633789062,669.2100219726562,69.52999877929688,4.11899995803833,16.649999618530273
2025-10-04,6587119.0,25.392,805139.0,122425.4296875,60.880001068115234,97.72000122070312,3880.800048828125,80.83999633789062,669.2100219726562,69.52999877929688,4.11899995803833,16.649999618530273
2025-10-05,6587119.0,25.392,805139.0,123513.4765625,60.880001068115234,97.72000122070312,3880.800048828125,80.83999633789062,669.2100219726562,69.52999877929688,4.11899995803833,16.649999618530273
2025-10-06,6587119.0,21.776,805139.0,124752.53125,61.689998626708984,98.11000061035156,3948.5,80.86000061035156,671.6099853515625,72.98999786376953,4.1620001792907715,16.3700008392334
2025-10-07,6587119.0,4.622,805139.0,121451.3828125,61.72999954223633,98.58000183105469,3976.60009765625,80.7699966430664,669.1199951171875,75.43000030517578,4.126999855041504,17.239999771118164
2025-10-08,6590815.0,5.231,807428.0,123354.8671875,62.54999923706055,98.8499984741211,4043.300048828125,80.6500015258789,673.1099853515625,74.87000274658203,4.129000186920166,16.299999237060547
2025-10-09,6590815.0,4.496,807428.0,121705.5859375,61.5099983215332,99.54000091552734,3946.300048828125,80.41999816894531,671.1599731445312,74.12000274658203,4.1479997634887695,16.43000030517578
2025-10-10,6590815.0,4.124,807428.0,113214.3671875,58.900001525878906,98.9800033569336,3975.89990234375,79.94999694824219,653.02001953125,81.6500015258789,4.051000118255615,21.65999984741211
2025-10-11,6590815.0,4.124,807428.0,110807.8828125,58.900001525878906,98.9800033569336,3975.89990234375,79.94999694824219,653.02001953125,81.6500015258789,4.051000118255615,21.65999984741211
2025-10-12,6590815.0,4.124,807428.0,115169.765625,58.900001525878906,98.9800033569336,3975.89990234375,79.94999694824219,653.02001953125,81.6500015258789,4.051000118255615,21.65999984741211
2025-10-13,6590815.0,4.124,807428.0,115271.078125,59.4900016784668,99.2699966430664,4108.60009765625,80.44999694824219,663.0399780273438,81.6500015258789,4.051000118255615,19.030000686645508
2025-10-14,6590815.0,3.516,807428.0,113118.6640625,58.70000076293945,99.05000305175781,4138.7001953125,80.54000091552734,662.22998046875,79.94999694824219,4.021999835968018,20.809999465942383
2025-10-15,6596454.0,5.484,809593.0,110783.1640625,58.27000045776367,98.79000091552734,4176.89990234375,80.80000305175781,665.1699829101562,75.11000061035156,4.046000003814697,20.639999389648438
2025-10-16,6596454.0,6.96,809593.0,108186.0390625,57.459999084472656,98.38999938964844,4280.2001953125,80.51000213623047,660.6400146484375,81.2300033569336,3.9760000705718994,25.309999465942383
2025-10-17,6596454.0,4.102,809593.0,106467.7890625,57.540000915527344,98.43000030517578,4189.89990234375,80.72000122070312,664.3900146484375,78.62000274658203,4.006999969482422,20.780000686645508
2025-10-18,6596454.0,4.102,809593.0,107198.265625,57.540000915527344,98.43000030517578,4189.89990234375,80.72000122070312,664.3900146484375,78.62000274658203,4.006999969482422,20.780000686645508
2025-10-19,6596454.0,4.102,809593.0,108666.7109375,57.540000915527344,98.43000030517578,4189.89990234375,80.72000122070312,664.3900146484375,78.62000274658203,4.006999969482422,20.780000686645508
2025-10-20,6596454.0,5.931,809593.0,110588.9296875,57.52000045776367,98.58999633789062,4336.39990234375,80.87999725341797,671.2999877929688,77.22000122070312,3.9860000610351562,18.229999542236328
2025-10-21,6596454.0,4.699,809593.0,108476.890625,57.81999969482422,98.93000030517578,4087.699951171875,80.76000213623047,671.2899780273438,77.18000030517578,3.9630000591278076,17.8700008392334
2025-10-22,6589533.0,4.005,908001.0,107688.5859375,58.5,98.9000015258789,4044.39990234375,80.68000030517578,667.7999877929688,75.48999786376953,3.953000068664551,18.600000381469727
2025-10-23,6589533.0,6.941,908001.0,110069.7265625,61.790000915527344,98.94000244140625,4125.5,80.86000061035156,671.760009765625,74.05000305175781,3.990999937057495,17.299999237060547
2025-10-24,6589533.0,2.435,908001.0,111033.921875,61.5,98.94999694824219,4118.39990234375,81.08000183105469,677.25,68.94000244140625,3.996999979019165,16.3700008392334
2025-10-25,6589533.0,2.435,908001.0,111641.7265625,61.5,98.94999694824219,4118.39990234375,81.08000183105469,677.25,68.94000244140625,3.996999979019165,16.3700008392334
2025-10-26,6589533.0,2.435,908001.0,114472.4453125,61.5,98.94999694824219,4118.39990234375,81.08000183105469,677.25,68.94000244140625,3.996999979019165,16.3700008392334
2025-10-27,6589533.0,10.642,908001.0,114119.328125,61.310001373291016,98.77999877929688,4001.89990234375,81.27999877929688,685.239990234375,66.87000274658203,3.996999979019165,15.789999961853027
2025-10-28,6589533.0,14.096,908001.0,112956.1640625,60.150001525878906,98.69000244140625,3966.199951171875,81.19999694824219,687.0599975585938,67.30000305175781,3.9830000400543213,16.420000076293945
2025-10-29,6587034.0,19.504,957990.0,110055.3046875,60.47999954223633,99.22000122070312,3983.699951171875,80.94999694824219,687.3900146484375,65.75,4.058000087738037,16.920000076293945
2025-10-30,6587034.0,19.166,957990.0,108305.546875,60.56999969482422,99.52999877929688,4001.300048828125,80.80000305175781,679.8300170898438,66.87999725341797,4.0929999351501465,16.90999984741211
